Exp Upper,x/C,0,0.014,0.028,0.052,0.127,0.154,0.177,0.204,0.228,0.255,0.305,0.356,0.404,0.457,0.557,0.605,0.655,0.707,0.757,0.808,0.833,0.857,0.881,0.907,0.934,0.957,0.983,0.994,1
Exp Upper,Cp,0.94,0.089,-0.234,-0.505,-0.839,-0.876,-0.904,-0.914,-0.908,-0.915,-0.877,-0.766,-0.799,-0.741,-0.58,-0.526,-0.462,-0.377,-0.33,-0.248,-0.202,-0.152,-0.099,-0.029,0.03,0.09,0.152,0.181,0.216
Exp Lower,x/C,0,0.01,0.023,0.046,0.07,0.097,0.122,0.173,0.198,0.222,0.245,0.295,0.4,0.498,0.599,0.65,0.701,0.801,0.827,0.853,0.878,0.902,0.926,0.951,0.978,0.993,1
Exp Lower,Cp,0.94,0.053,-0.196,-0.323,-0.339,-0.333,-0.304,-0.226,-0.2,-0.158,-0.126,-0.077,-0.035,0.001,0.039,0.048,0.07,0.094,0.107,0.11,0.116,0.123,0.128,0.141,0.164,0.175,0.216
